,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
8404,2,Private,233851,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
23307,1,State-gov,77723,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
26210,2,Private,356838,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,0,United-States,<=50K
1487,0,Private,174592,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
5751,4,Private,39952,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,2,United-States,<=50K
24100,3,Private,284329,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,2,United-States,>50K
5627,1,Local-gov,215419,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
24724,1,Private,171637,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
38730,3,Private,243367,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
21647,2,Self-emp-inc,186035,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
31851,2,Self-emp-not-inc,32546,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,2,0,2,United-States,>50K
38693,3,Private,239625,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
6413,1,Self-emp-not-inc,181087,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4144,3,Private,114062,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,2,United-States,<=50K
16214,1,Private,130078,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
10092,0,State-gov,347803,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,Male,0,0,0,United-States,<=50K
11789,1,Private,57600,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
22709,0,Private,189749,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
36846,1,Private,218407,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,Columbia,>50K
21505,3,Local-gov,65535,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
20179,3,Private,97778,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
8690,1,Private,326862,Some-college,10,Divorced,Craft-repair,Own-child,Black,Male,0,0,2,United-States,<=50K
4280,1,Private,488720,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,Mexico,<=50K
6211,2,Private,143046,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
38982,1,Private,49469,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,<=50K
34058,3,Private,28171,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,4,0,4,United-States,>50K
12114,2,Private,247558,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,3,,>50K
13473,1,Private,188246,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
42748,2,Federal-gov,145175,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
18465,4,Private,173674,HS-grad,9,Divorced,Other-service,Other-relative,White,Female,0,0,0,United-States,<=50K
21272,0,,41609,Some-college,10,Never-married,,Own-child,White,Male,0,0,0,United-States,<=50K
41924,0,Private,66619,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
16243,4,Self-emp-not-inc,31732,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
47510,0,Private,199586,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
4070,4,Private,313986,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
18938,2,Federal-gov,244054,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,3,United-States,>50K
20026,3,Private,176917,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
1703,1,Private,112031,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,3,United-States,<=50K
4672,0,Private,262778,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,2,0,3,United-States,<=50K
41714,2,Self-emp-not-inc,341643,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,2,3,United-States,<=50K
17224,3,Federal-gov,219967,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3994,1,Private,95551,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
9235,2,Federal-gov,175232,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,3,3,United-States,>50K
21611,0,Private,289448,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,2,Philippines,<=50K
27568,0,Private,125525,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,2,United-States,<=50K
46664,2,Private,167375,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,3,United-States,<=50K
28374,3,Private,208321,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,2,2,United-States,<=50K
17758,3,Private,196707,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,2,United-States,>50K
39550,2,Private,304001,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
33549,1,Private,142152,11th,7,Never-married,Transport-moving,Not-in-family,White,Female,0,0,1,United-States,<=50K
31865,1,Private,211032,1st-4th,2,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,Mexico,<=50K
930,2,Private,162003,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,3,United-States,<=50K
26045,1,Private,164190,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,<=50K
37470,0,Private,67444,11th,7,Never-married,Other-service,Other-relative,Black,Male,0,0,0,United-States,<=50K
12981,0,,262196,10th,6,Never-married,,Own-child,White,Male,0,0,0,United-States,<=50K
9830,0,Private,374969,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,0,0,3,United-States,<=50K
40324,2,Federal-gov,37997,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
12687,4,Private,274916,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
22591,2,Private,191227,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,4,0,3,United-States,>50K
9024,3,Self-emp-not-inc,132341,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
20772,4,Private,193530,11th,7,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,4,United-States,<=50K
37757,2,Private,177154,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,>50K
35578,3,Private,96062,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
17164,0,Private,94662,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
46844,3,Private,303090,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2,2,United-States,<=50K
14494,1,Private,29933,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,2,United-States,>50K
26416,0,,67808,10th,6,Never-married,,Own-child,White,Male,0,0,2,United-States,<=50K
37608,1,Private,99065,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,1,United-States,<=50K
15176,4,,292627,1st-4th,2,Married-civ-spouse,,Husband,Black,Male,0,0,2,United-States,<=50K
1594,2,Self-emp-not-inc,322143,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
9354,3,Private,180532,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
9441,3,Private,217509,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,0,0,2,Thailand,<=50K
7209,3,Private,299080,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
9951,1,State-gov,73296,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,1,0,2,United-States,<=50K
22771,2,Self-emp-inc,209344,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0,,<=50K
20761,2,Private,213821,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,>50K
33111,0,Private,170194,11th,7,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K
9861,3,Self-emp-not-inc,139212,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
15004,2,Private,211022,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,>50K
47474,1,Self-emp-not-inc,183523,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
2110,1,Private,203277,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,>50K
41411,2,Private,96497,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
20430,0,Private,53367,9th,5,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
20065,1,Private,216145,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
16176,2,Self-emp-not-inc,202027,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,3,3,United-States,>50K
3263,1,Private,222130,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
31586,3,Private,104542,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
35895,1,Private,191765,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,Scotland,<=50K
38686,0,Private,49092,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
6807,0,Private,51799,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,2,United-States,<=50K
44125,1,Private,246439,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,2,United-States,<=50K
12903,3,Private,209320,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
10591,1,Private,104746,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,3,United-States,<=50K
48134,0,,158826,12th,8,Never-married,,Own-child,Black,Female,0,0,0,United-States,<=50K
3715,0,Private,344891,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,0,United-States,<=50K
13325,1,Private,355856,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,3,United-States,<=50K
48060,3,Private,205803,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
14539,1,Local-gov,182926,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,4,0,2,United-States,>50K
12933,1,Private,62669,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
29557,1,Private,355996,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
23773,2,Private,26672,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,3,United-States,<=50K
26786,1,Private,65920,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,2,United-States,<=50K
48718,2,Private,108140,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
6193,2,State-gov,189385,Some-college,10,Separated,Exec-managerial,Unmarried,Black,Female,0,0,1,United-States,<=50K
34025,2,Private,382859,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
16002,3,Private,193871,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
27030,0,Private,32950,Some-college,10,Never-married,Sales,Unmarried,White,Male,0,0,2,United-States,<=50K
4449,4,Private,184553,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
34599,3,Private,148995,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,4,0,2,United-States,>50K
16780,2,Private,177858,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,1,0,2,United-States,<=50K
18498,4,Private,174201,9th,5,Widowed,Other-service,Unmarried,Black,Female,0,0,1,United-States,<=50K
21535,0,Private,201579,9th,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,Mexico,<=50K
43092,4,Private,335276,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,<=50K
21412,1,Private,191385,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
34256,4,Private,169435,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
29325,0,,133515,Some-college,10,Never-married,,Own-child,White,Female,0,0,0,France,<=50K
43023,4,Private,175032,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
5369,1,Private,1184622,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,1,United-States,<=50K
17831,4,Federal-gov,55621,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,United-States,<=50K
32071,2,Private,180342,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
9654,3,Local-gov,165822,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,0,0,2,United-States,<=50K
16599,0,Private,114345,9th,5,Never-married,Craft-repair,Unmarried,White,Male,1,0,2,United-States,<=50K
20352,2,Self-emp-not-inc,29054,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
1121,2,Federal-gov,170915,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,2,0,2,United-States,<=50K
15469,4,Private,33323,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
21617,0,Private,182614,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,2,Poland,<=50K
46722,0,Private,138994,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,2,Vietnam,<=50K
18430,1,Self-emp-inc,174215,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,2,0,2,France,>50K
27171,0,Private,235853,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
22917,0,Private,185551,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
18501,4,Private,319582,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K
35745,3,Private,77521,11th,7,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,2,United-States,<=50K
30224,3,Self-emp-not-inc,313702,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
15157,1,Private,28443,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
40754,1,Local-gov,270379,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
6676,0,Private,310864,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Male,0,0,2,,<=50K
17914,1,Local-gov,242150,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,3,United-States,<=50K
2761,1,,346762,11th,7,Divorced,,Own-child,White,Male,0,0,4,United-States,<=50K
45119,0,Private,24598,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,2,United-States,<=50K
9536,3,,105428,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
42508,0,Private,199694,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
9555,0,Self-emp-not-inc,409230,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K
19634,1,Private,229895,10th,6,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
26042,2,Private,188436,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
23120,0,Private,265099,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
45361,0,Private,272167,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K
23539,1,Private,247053,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
22522,2,Private,208726,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
42374,1,Private,594187,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,3,United-States,>50K
14851,0,Self-emp-inc,413557,9th,5,Never-married,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
20907,2,Private,167005,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,3,United-States,<=50K
26964,4,Private,96660,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,4,0,1,United-States,>50K
19326,2,State-gov,110426,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,3,0,2,,>50K
43045,2,Self-emp-not-inc,209301,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
8952,2,Private,66686,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
7916,1,Private,142764,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,3,United-States,<=50K
14575,1,Private,176185,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Male,0,0,3,United-States,<=50K
18576,0,Private,166527,Some-college,10,Never-married,Exec-managerial,Own-child,Other,Female,0,0,2,United-States,<=50K
31877,3,Private,94342,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
23982,1,Private,162358,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,>50K
16522,1,Local-gov,251854,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
15381,2,Private,167005,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,>50K
45261,1,Self-emp-not-inc,195891,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,2,Iran,<=50K
1246,3,Self-emp-inc,166459,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,3,United-States,>50K
20367,1,Private,317809,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,3,United-States,<=50K
13852,2,Private,184655,Assoc-acdm,12,Never-married,Other-service,Other-relative,White,Male,0,0,1,United-States,<=50K
9163,2,Local-gov,185057,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
18063,0,Self-emp-inc,181608,10th,6,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
41727,0,Private,298435,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,3,2,Cuba,<=50K
14276,1,Self-emp-not-inc,389765,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
12971,0,Private,218124,11th,7,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
7982,3,Private,175942,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,2,France,<=50K
17690,1,Local-gov,50649,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
3241,2,Private,223062,Some-college,10,Separated,Other-service,Not-in-family,Black,Male,0,0,2,United-States,<=50K
46538,4,Self-emp-not-inc,20953,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,3,4,United-States,<=50K
16177,2,Private,202662,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
35994,0,Local-gov,262818,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,Guatemala,<=50K
1413,3,Private,34368,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
38026,0,Private,222866,10th,6,Never-married,Farming-fishing,Other-relative,White,Male,0,0,2,United-States,<=50K
45892,0,Private,184303,7th-8th,4,Never-married,Priv-house-serv,Other-relative,White,Female,0,0,2,Guatemala,<=50K
33784,3,Private,309017,Some-college,10,Divorced,Sales,Unmarried,White,Male,0,0,2,United-States,<=50K
28332,2,Private,245317,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
4826,0,Private,147171,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,2,Vietnam,<=50K
29694,4,Private,76281,Bachelors,13,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
21047,4,Self-emp-not-inc,84231,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,United-States,<=50K
33720,0,Private,70261,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,2,United-States,<=50K
7251,0,Private,236262,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
44756,0,Self-emp-not-inc,434102,11th,7,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
5841,3,Private,196193,Masters,14,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,0,0,3,,<=50K
1621,2,Self-emp-not-inc,179557,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,2,United-States,>50K
13655,3,State-gov,391585,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,2,United-States,>50K
29435,2,Self-emp-inc,121124,Prof-school,15,Never-married,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,>50K
2404,3,Private,183611,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,1,0,3,United-States,<=50K
32867,1,Private,147430,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
40257,2,Private,365009,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
17834,1,Self-emp-not-inc,341672,HS-grad,9,Married-spouse-absent,Transport-moving,Other-relative,Asian-Pac-Islander,Male,0,1,3,India,>50K
34138,1,Private,213307,1st-4th,2,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,2,Mexico,<=50K
16620,1,Private,276153,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,2,0,2,United-States,<=50K
28201,2,Private,178866,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,>50K
42977,4,Self-emp-inc,120384,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
26615,1,Private,187203,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,2,United-States,<=50K
37128,0,Private,126913,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
43145,3,Local-gov,117310,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,>50K
4614,2,Self-emp-not-inc,373403,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
1784,1,Private,19302,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,1,0,2,United-States,<=50K
46500,2,Private,98975,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,3,0,3,United-States,>50K
9022,2,Private,140644,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
36973,1,Private,135289,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
20457,4,Private,308608,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
5146,1,Private,56179,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,1,0,3,United-States,<=50K
42820,2,Private,206927,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2,2,United-States,>50K
16316,0,Private,148300,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
5227,3,Local-gov,186888,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,2,United-States,>50K
47520,2,Private,145178,HS-grad,9,Separated,Tech-support,Not-in-family,Black,Female,0,0,2,United-States,<=50K
31450,3,Private,70088,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
16930,2,Private,257250,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,2,0,3,United-States,>50K
37989,1,Private,125279,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,4,United-States,<=50K
5308,1,Private,273792,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
19150,2,Private,121055,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
24047,1,,361817,HS-grad,9,Never-married,,Own-child,White,Male,0,0,1,United-States,<=50K
35280,0,Private,131404,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,1,United-States,<=50K
16460,2,Private,145441,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
13579,1,State-gov,33798,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
1851,4,,231777,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,1,United-States,<=50K
7822,4,Private,213321,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,<=50K
16156,3,Self-emp-not-inc,93705,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
5576,2,Private,34419,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,1,United-States,<=50K
28932,0,Private,326370,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,,<=50K
8296,1,Private,152231,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
43820,2,Private,239755,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
18464,3,Private,271160,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
4181,4,Private,154526,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
20691,2,Private,265881,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,2,United-States,<=50K
17969,4,Private,238913,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
3705,2,Private,76487,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
