Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
F,0.56,0.435,0.145,0.897,0.463,0.1715,0.27,9.0
M,0.57,0.44,0.15,0.895,0.3885,0.216,0.24,10.0
F,0.57,0.455,0.15,0.9505,0.4675,0.1745,0.275,9.0
F,0.6,0.49,0.17,1.1935,0.5105,0.2445,0.3,8.0
F,0.64,0.5,0.18,1.331,0.575,0.3175,0.445,12.0
I,0.35,0.265,0.095,0.18,0.0875,0.0535,0.06,7.0
I,0.515,0.395,0.12,0.542,0.2165,0.1335,0.165,10.0
F,0.575,0.455,0.155,0.8795,0.3965,0.1695,0.245,11.0
F,0.425,0.325,0.115,0.4095,0.1785,0.0795,0.13,10.0
F,0.63,0.505,0.185,1.2455,0.5625,0.2745,0.335,11.0
F,0.6,0.46,0.15,1.0045,0.4625,0.226,0.274,10.0
I,0.365,0.27,0.1,0.22,0.096,0.0515,0.075,6.0
F,0.605,0.465,0.155,1.0615,0.4595,0.226,0.33,9.0
F,0.505,0.38,0.125,0.6245,0.246,0.1285,0.205,10.0
M,0.46,0.37,0.135,0.4785,0.2025,0.0705,0.21,13.0
I,0.29,0.225,0.075,0.152,0.0705,0.0255,0.034,7.0
M,0.67,0.525,0.18,1.247,0.544,0.292,0.43,11.0
F,0.58,0.455,0.155,0.9205,0.412,0.1975,0.24,8.0
F,0.605,0.465,0.135,1.1005,0.4275,0.244,0.3,9.0
I,0.545,0.405,0.125,0.7815,0.38,0.1415,0.1725,7.0
F,0.535,0.405,0.14,0.7295,0.285,0.1445,0.235,14.0
F,0.695,0.55,0.175,1.6275,0.7755,0.3705,0.4395,11.0
F,0.595,0.45,0.16,1.238,0.53,0.2525,0.3285,9.0
F,0.67,0.52,0.18,1.6545,0.7165,0.2695,0.406,11.0
F,0.685,0.55,0.23,1.7095,0.7245,0.4095,0.5185,10.0
I,0.57,0.43,0.135,0.7845,0.3305,0.1525,0.265,8.0
F,0.615,0.47,0.175,1.0165,0.4615,0.2455,0.335,11.0
M,0.44,0.35,0.125,0.498,0.21,0.1015,0.14,7.0
F,0.6,0.49,0.175,1.264,0.5445,0.3115,0.36,10.0
F,0.545,0.43,0.155,0.8205,0.3105,0.1665,0.26,13.0
F,0.625,0.485,0.175,1.4095,0.6255,0.315,0.36,13.0
F,0.65,0.505,0.155,1.5065,0.7105,0.296,0.3745,11.0
F,0.56,0.435,0.15,0.8605,0.3745,0.1635,0.277,9.0
I,0.37,0.285,0.105,0.25,0.098,0.0535,0.08,6.0
F,0.555,0.425,0.145,0.8665,0.4285,0.165,0.2,8.0
F,0.57,0.44,0.175,0.9515,0.4565,0.2345,0.285,9.0
F,0.605,0.485,0.155,1.061,0.391,0.19,0.32,12.0
I,0.38,0.285,0.075,0.219,0.0945,0.059,0.07,6.0
F,0.56,0.455,0.15,0.8945,0.425,0.2,0.277,9.0
F,0.625,0.52,0.18,1.5275,0.4565,0.314,0.455,19.0
F,0.48,0.37,0.125,0.5705,0.2555,0.1095,0.175,13.0
M,0.645,0.515,0.165,1.42,0.6255,0.2915,0.3245,11.0
F,0.58,0.46,0.16,1.0265,0.4625,0.2385,0.3,12.0
M,0.625,0.48,0.155,1.309,0.6865,0.262,0.355,8.0
I,0.43,0.35,0.11,0.4085,0.1645,0.0835,0.11,7.0
M,0.595,0.455,0.135,0.9175,0.4355,0.207,0.238,12.0
F,0.655,0.52,0.175,1.3755,0.6065,0.2945,0.49,10.0
F,0.645,0.49,0.15,1.1835,0.5425,0.2595,0.31,9.0
F,0.55,0.445,0.135,0.971,0.4445,0.2175,0.265,10.0
F,0.625,0.48,0.175,1.0165,0.4525,0.2135,0.295,10.0
F,0.705,0.52,0.175,1.622,0.724,0.326,0.395,11.0
I,0.255,0.18,0.05,0.0695,0.0245,0.012,0.02,4.0
M,0.595,0.48,0.175,1.0645,0.358,0.273,0.355,15.0
F,0.45,0.35,0.125,0.4495,0.167,0.0835,0.19,9.0
F,0.63,0.49,0.18,1.8265,0.928,0.313,0.45,9.0
F,0.515,0.43,0.145,0.8035,0.3165,0.1405,0.215,11.0
M,0.505,0.4,0.11,0.6645,0.2645,0.1605,0.165,12.0
I,0.41,0.305,0.11,0.314,0.139,0.0715,0.09,7.0
F,0.545,0.41,0.125,0.5885,0.2165,0.1205,0.175,11.0
I,0.545,0.425,0.135,0.6335,0.2645,0.1255,0.235,9.0
I,0.28,0.21,0.065,0.0935,0.0295,0.0385,0.03,5.0
I,0.44,0.33,0.1,0.378,0.19,0.0985,0.0855,7.0
F,0.595,0.455,0.145,1.04,0.4995,0.24,0.285,8.0
M,0.57,0.445,0.165,1.04,0.4525,0.2425,0.295,12.0
F,0.77,0.565,0.2,2.003,0.8945,0.44,0.5165,11.0
M,0.675,0.56,0.175,1.539,0.7245,0.322,0.355,11.0
M,0.545,0.45,0.145,0.828,0.3865,0.19,0.25,6.0
F,0.35,0.26,0.085,0.197,0.0835,0.051,0.07,9.0
I,0.29,0.24,0.075,0.1735,0.063,0.0355,0.04,5.0
F,0.625,0.49,0.155,1.0885,0.5735,0.245,0.2875,8.0
F,0.53,0.41,0.145,0.9275,0.345,0.159,0.255,14.0
M,0.62,0.49,0.155,1.2105,0.6035,0.2435,0.3185,10.0
F,0.61,0.48,0.17,1.0145,0.4125,0.247,0.275,11.0
F,0.615,0.47,0.155,1.1145,0.5445,0.2405,0.3145,8.0
I,0.355,0.265,0.085,0.2015,0.0755,0.054,0.058,8.0
F,0.575,0.46,0.16,0.897,0.4285,0.1815,0.245,9.0
F,0.53,0.425,0.145,0.8355,0.2875,0.185,0.2385,7.0
F,0.67,0.535,0.18,1.6,0.741,0.3555,0.405,12.0
F,0.695,0.535,0.175,1.838,0.675,0.409,0.44,11.0
F,0.415,0.305,0.09,0.3045,0.108,0.0705,0.11,12.0
M,0.68,0.52,0.18,1.6385,0.9455,0.3595,0.4325,11.0
F,0.555,0.44,0.145,0.9605,0.4215,0.2045,0.26,8.0
I,0.21,0.15,0.05,0.0215,0.0275,0.0025,0.01,6.0
I,0.335,0.25,0.075,0.1685,0.073,0.0305,0.05,7.0
F,0.575,0.47,0.15,0.9,0.4605,0.195,0.32,10.0
F,0.615,0.485,0.18,1.2425,0.6515,0.2905,0.31,9.0
I,0.215,0.15,0.045,0.0465,0.0185,0.009,0.015,5.0
I,0.545,0.43,0.15,0.7205,0.32,0.1595,0.2055,8.0
F,0.62,0.46,0.155,1.0145,0.4255,0.2895,0.275,12.0
F,0.535,0.425,0.135,0.8045,0.3445,0.174,0.245,7.0
F,0.495,0.38,0.15,0.6935,0.25,0.1415,0.235,11.0
F,0.67,0.52,0.175,1.489,0.7,0.2515,0.38,19.0
F,0.58,0.445,0.145,0.867,0.3615,0.1855,0.23,8.0
I,0.44,0.35,0.115,0.4335,0.175,0.0745,0.119,8.0
M,0.515,0.405,0.135,0.832,0.35,0.1825,0.201,9.0
F,0.605,0.475,0.16,1.114,0.4645,0.2185,0.335,7.0
I,0.32,0.245,0.075,0.1645,0.0565,0.037,0.05,7.0
F,0.63,0.505,0.15,1.3705,0.575,0.3175,0.355,11.0
I,0.44,0.35,0.115,0.397,0.1785,0.0715,0.12,7.0
F,0.69,0.56,0.215,1.638,0.5755,0.3715,0.495,22.0
I,0.385,0.265,0.09,0.2255,0.1005,0.0515,0.07,5.0
M,0.65,0.51,0.2,1.4495,0.6525,0.2975,0.435,14.0
I,0.41,0.315,0.09,0.314,0.1495,0.0595,0.088,7.0
M,0.44,0.33,0.11,0.401,0.1665,0.0935,0.1,8.0
M,0.575,0.455,0.145,0.8735,0.4265,0.179,0.262,8.0
M,0.625,0.48,0.16,1.098,0.4695,0.223,0.305,8.0
M,0.655,0.51,0.175,1.6195,0.769,0.3315,0.405,11.0
I,0.28,0.185,0.065,0.096,0.0335,0.0125,0.01,4.0
F,0.625,0.49,0.185,1.16,0.5205,0.2645,0.32,11.0
F,0.69,0.55,0.205,1.859,0.931,0.48,0.4,11.0
F,0.56,0.45,0.175,1.056,0.358,0.225,0.295,13.0
F,0.56,0.445,0.15,0.8275,0.3825,0.1855,0.24,10.0
F,0.615,0.485,0.175,1.2445,0.4275,0.3045,0.355,11.0
M,0.56,0.44,0.135,0.8435,0.3345,0.171,0.235,12.0
I,0.255,0.19,0.065,0.0995,0.0245,0.014,0.025,5.0
I,0.32,0.24,0.075,0.1845,0.0855,0.0305,0.0425,6.0
F,0.58,0.46,0.155,0.837,0.435,0.1435,0.255,9.0
I,0.515,0.4,0.105,0.501,0.2825,0.0915,0.1425,7.0
F,0.505,0.385,0.135,0.583,0.293,0.1325,0.17,9.0
F,0.44,0.33,0.105,0.3585,0.159,0.099,0.117,7.0
F,0.575,0.455,0.16,1.1075,0.505,0.2205,0.2945,10.0
F,0.5,0.39,0.13,0.5585,0.2105,0.12,0.185,11.0
I,0.475,0.37,0.115,0.4895,0.1885,0.091,0.1505,7.0
M,0.515,0.4,0.125,0.7945,0.3115,0.1595,0.19,8.0
F,0.645,0.52,0.16,1.3025,0.5825,0.271,0.34,9.0
F,0.675,0.525,0.2,1.489,0.7405,0.2955,0.445,9.0
I,0.36,0.265,0.09,0.1885,0.0865,0.0455,0.058,9.0
M,0.575,0.435,0.155,0.869,0.3795,0.1755,0.245,10.0
F,0.44,0.34,0.125,0.4355,0.163,0.0725,0.125,9.0
F,0.605,0.48,0.17,1.2435,0.391,0.2655,0.33,11.0
F,0.505,0.4,0.125,0.637,0.266,0.1205,0.17,8.0
F,0.645,0.525,0.18,1.494,0.7355,0.2945,0.372,12.0
F,0.505,0.43,0.16,0.8495,0.2465,0.1655,0.315,16.0
I,0.36,0.27,0.09,0.2235,0.09,0.05,0.067,6.0
I,0.37,0.265,0.085,0.207,0.078,0.05,0.078,7.0
M,0.615,0.475,0.16,1.0945,0.5125,0.2975,0.285,10.0
F,0.6,0.47,0.15,1.1155,0.5775,0.258,0.264,10.0
F,0.505,0.4,0.12,0.6965,0.3285,0.1445,0.17,8.0
F,0.625,0.48,0.16,1.0745,0.4255,0.2595,0.3355,8.0
F,0.595,0.475,0.155,0.974,0.46,0.2045,0.285,11.0
M,0.575,0.46,0.155,1.0145,0.4005,0.2205,0.31,14.0
F,0.58,0.45,0.155,0.8745,0.437,0.1625,0.255,11.0
F,0.61,0.49,0.165,1.2285,0.5605,0.2695,0.335,11.0
M,0.555,0.425,0.115,0.8275,0.38,0.1645,0.235,7.0
F,0.56,0.435,0.155,1.013,0.4285,0.2655,0.285,8.0
M,0.545,0.425,0.15,0.8295,0.3245,0.1715,0.255,7.0
F,0.655,0.525,0.19,1.4445,0.5165,0.2655,0.43,15.0
F,0.48,0.37,0.12,0.5095,0.216,0.1015,0.14,8.0
F,0.615,0.48,0.135,1.0985,0.513,0.2515,0.335,8.0
I,0.43,0.345,0.11,0.3595,0.173,0.0795,0.097,7.0
I,0.365,0.265,0.08,0.22,0.0945,0.064,0.07,6.0
I,0.43,0.325,0.115,0.38,0.1625,0.0715,0.1045,7.0
M,0.58,0.44,0.15,0.8265,0.4285,0.1715,0.23,10.0
I,0.515,0.38,0.125,0.6335,0.2525,0.1345,0.16,6.0
I,0.245,0.175,0.06,0.086,0.0465,0.0115,0.025,6.0
M,0.505,0.405,0.15,0.7205,0.3155,0.1555,0.265,12.0
F,0.63,0.49,0.145,1.1285,0.5125,0.2555,0.3,8.0
I,0.45,0.335,0.11,0.462,0.2415,0.0905,0.12,7.0
F,0.605,0.48,0.145,1.058,0.4615,0.214,0.295,11.0
F,0.645,0.485,0.16,1.37,0.731,0.315,0.3,10.0
F,0.575,0.46,0.135,1.0265,0.412,0.2005,0.285,12.0
F,0.63,0.48,0.155,1.1345,0.53,0.2555,0.32,8.0
I,0.33,0.25,0.08,0.18,0.0865,0.0355,0.048,5.0
F,0.6,0.475,0.155,1.0145,0.4605,0.209,0.3345,10.0
I,0.525,0.4,0.135,0.699,0.3265,0.1455,0.175,9.0
F,0.575,0.455,0.15,1.04,0.4695,0.2095,0.275,8.0
F,0.595,0.455,0.15,0.971,0.42,0.196,0.23,8.0
I,0.36,0.25,0.075,0.1735,0.0845,0.0335,0.048,6.0
F,0.61,0.46,0.15,1.05,0.4605,0.2475,0.28,10.0
I,0.525,0.405,0.135,0.6295,0.2545,0.1245,0.185,8.0
F,0.695,0.55,0.2,1.8605,0.7245,0.3635,0.535,15.0
F,0.465,0.365,0.115,0.4965,0.2075,0.0905,0.195,13.0
F,0.515,0.4,0.15,0.8395,0.2585,0.1245,0.31,20.0
F,0.605,0.485,0.155,1.153,0.4115,0.2465,0.34,12.0
I,0.275,0.185,0.065,0.096,0.054,0.0135,0.02,6.0
F,0.635,0.49,0.175,1.2415,0.564,0.2695,0.331,10.0
I,0.35,0.265,0.09,0.2215,0.096,0.0545,0.08,9.0
F,0.67,0.52,0.175,1.3835,0.5425,0.2965,0.395,14.0
F,0.705,0.525,0.175,1.4545,0.5725,0.3715,0.415,8.0
M,0.575,0.46,0.135,0.906,0.4285,0.18,0.22,6.0
F,0.545,0.43,0.15,0.7665,0.31,0.15,0.2785,9.0
I,0.36,0.265,0.075,0.18,0.078,0.0355,0.075,7.0
F,0.58,0.455,0.155,0.8145,0.3905,0.196,0.285,10.0
I,0.36,0.28,0.105,0.17,0.079,0.0485,0.058,5.0
M,0.68,0.54,0.215,1.7395,0.686,0.297,0.57,22.0
F,0.565,0.45,0.145,0.8045,0.2835,0.1635,0.275,15.0
F,0.57,0.44,0.155,0.907,0.428,0.1615,0.27,9.0
F,0.575,0.43,0.135,0.8605,0.3845,0.2095,0.275,12.0
F,0.66,0.525,0.2,1.463,0.6565,0.3115,0.385,10.0
F,0.65,0.51,0.175,1.4355,0.7185,0.2615,0.33,9.0
F,0.555,0.425,0.15,0.8705,0.4455,0.1625,0.205,7.0
F,0.515,0.385,0.145,0.5785,0.2075,0.1525,0.185,8.0
F,0.555,0.44,0.15,0.836,0.349,0.1415,0.25,10.0
F,0.515,0.405,0.11,0.599,0.2465,0.1415,0.175,14.0
M,0.535,0.42,0.15,0.8175,0.3825,0.2195,0.18,9.0
F,0.655,0.525,0.2,1.3885,0.4625,0.297,0.45,27.0
F,0.275,0.225,0.075,0.118,0.066,0.0245,0.035,13.0
F,0.695,0.505,0.19,1.8295,0.7105,0.448,0.5195,11.0
M,0.575,0.47,0.155,0.97,0.495,0.2185,0.3175,9.0
F,0.53,0.44,0.145,0.8395,0.3165,0.1615,0.255,8.0
F,0.59,0.46,0.15,1.2415,0.5395,0.2705,0.29,10.0
F,0.595,0.47,0.155,1.0095,0.467,0.2315,0.3,10.0
I,0.35,0.255,0.075,0.1885,0.0705,0.0335,0.045,6.0
M,0.28,0.21,0.065,0.098,0.038,0.0225,0.025,5.0
F,0.625,0.49,0.16,1.1645,0.475,0.2195,0.295,11.0
I,0.545,0.43,0.125,0.717,0.279,0.16,0.2,10.0
M,0.6,0.475,0.155,1.0045,0.447,0.196,0.265,10.0
F,0.58,0.44,0.15,0.931,0.447,0.2035,0.22,10.0
F,0.515,0.395,0.155,0.6355,0.2575,0.1545,0.204,14.0
F,0.545,0.42,0.125,0.7665,0.2985,0.1715,0.225,11.0
F,0.335,0.245,0.09,0.1415,0.053,0.0405,0.05,8.0
F,0.63,0.455,0.145,0.9395,0.3825,0.1975,0.27,9.0
F,0.635,0.48,0.175,1.2435,0.5205,0.297,0.37,8.0
M,0.45,0.345,0.105,0.375,0.1225,0.0805,0.146,15.0
F,0.53,0.405,0.155,0.966,0.3165,0.2045,0.26,20.0
F,0.595,0.465,0.185,1.2495,0.4625,0.19,0.435,16.0
I,0.32,0.24,0.075,0.1785,0.066,0.042,0.04,5.0
M,0.72,0.565,0.195,1.7835,0.8185,0.49,0.49,12.0
F,0.63,0.48,0.145,1.098,0.4865,0.2475,0.287,12.0
F,0.505,0.4,0.145,0.8295,0.4155,0.1715,0.185,8.0
I,0.315,0.23,0.075,0.106,0.039,0.0305,0.035,5.0
M,0.515,0.425,0.15,0.837,0.3885,0.1625,0.215,10.0
M,0.635,0.505,0.18,1.3175,0.6185,0.2635,0.425,16.0
I,0.505,0.4,0.125,0.6355,0.3155,0.1235,0.146,7.0
F,0.625,0.505,0.175,1.161,0.4605,0.225,0.34,13.0
F,0.315,0.225,0.075,0.1405,0.0545,0.0265,0.05,10.0
F,0.705,0.55,0.2,1.6395,0.7245,0.381,0.47,12.0
F,0.58,0.46,0.155,1.0145,0.438,0.2025,0.285,10.0
F,0.655,0.525,0.18,1.4095,0.6415,0.322,0.406,11.0
F,0.72,0.565,0.2,1.8745,0.938,0.4655,0.48,9.0
F,0.63,0.505,0.18,1.3575,0.6025,0.274,0.37,15.0
F,0.58,0.46,0.17,1.0625,0.4255,0.1905,0.3,9.0
I,0.475,0.36,0.115,0.4195,0.1755,0.0925,0.145,6.0
M,0.505,0.385,0.14,0.566,0.2,0.096,0.185,7.0
F,0.55,0.44,0.16,1.098,0.425,0.196,0.355,14.0
I,0.18,0.13,0.04,0.038,0.0125,0.0055,0.01,4.0
F,0.55,0.45,0.18,0.9165,0.405,0.2095,0.255,11.0
I,0.335,0.24,0.075,0.181,0.08,0.038,0.045,4.0
F,0.46,0.36,0.115,0.4665,0.2205,0.0935,0.125,7.0
M,0.56,0.43,0.135,0.8705,0.3825,0.1745,0.25,8.0
F,0.645,0.505,0.2,1.3105,0.5985,0.283,0.435,13.0
F,0.58,0.45,0.125,0.8935,0.419,0.17,0.23,9.0
I,0.475,0.37,0.105,0.4155,0.2105,0.091,0.1195,6.0
F,0.625,0.485,0.175,1.1615,0.5575,0.2655,0.309,8.0
F,0.53,0.425,0.145,0.7805,0.339,0.1595,0.205,10.0
F,0.59,0.455,0.155,1.0105,0.487,0.2385,0.25,11.0
F,0.525,0.4,0.125,0.6965,0.3105,0.1655,0.22,9.0
F,0.625,0.47,0.15,1.0145,0.4545,0.2175,0.3,8.0
I,0.36,0.265,0.08,0.1845,0.075,0.0355,0.054,6.0
F,0.615,0.495,0.16,1.1835,0.4605,0.2895,0.301,10.0
M,0.575,0.47,0.145,0.874,0.3345,0.1625,0.274,10.0
F,0.545,0.43,0.15,0.8145,0.3985,0.166,0.214,9.0
F,0.56,0.435,0.175,0.8465,0.4155,0.2375,0.255,11.0
I,0.36,0.28,0.09,0.2485,0.0865,0.0575,0.075,6.0
M,0.6,0.46,0.15,1.1085,0.513,0.2345,0.274,8.0
F,0.66,0.525,0.22,1.6645,0.678,0.3655,0.45,13.0
I,0.515,0.4,0.135,0.6335,0.25,0.13,0.18,7.0
I,0.515,0.395,0.12,0.6355,0.3295,0.1235,0.17,8.0
F,0.57,0.425,0.185,0.9415,0.3105,0.1905,0.31,8.0
F,0.695,0.55,0.215,1.6985,0.7305,0.408,0.44,15.0
F,0.36,0.275,0.115,0.2895,0.1225,0.0515,0.095,12.0
I,0.415,0.325,0.105,0.3335,0.1485,0.0725,0.095,9.0
M,0.56,0.44,0.145,0.8145,0.3895,0.1955,0.2345,8.0
F,0.56,0.44,0.15,0.8795,0.4095,0.1615,0.23,11.0
F,0.505,0.395,0.135,0.6275,0.2525,0.1575,0.195,10.0
I,0.28,0.18,0.065,0.0935,0.0295,0.0155,0.025,5.0
F,0.575,0.46,0.145,0.8395,0.3355,0.1715,0.26,10.0
F,0.565,0.44,0.165,0.868,0.3285,0.1905,0.275,12.0
F,0.615,0.46,0.155,1.04,0.4285,0.2355,0.295,11.0
F,0.635,0.515,0.175,1.3735,0.6045,0.2925,0.415,13.0
F,0.65,0.525,0.175,1.5265,0.6895,0.3595,0.445,15.0
I,0.505,0.38,0.14,0.637,0.3105,0.1695,0.185,12.0
I,0.425,0.325,0.09,0.2885,0.1375,0.099,0.11,7.0
F,0.635,0.495,0.175,1.0915,0.4625,0.2625,0.295,10.0
F,0.64,0.49,0.155,1.167,0.575,0.2645,0.335,12.0
I,0.35,0.26,0.1,0.2225,0.0765,0.056,0.074,6.0
M,0.575,0.455,0.115,0.8605,0.3725,0.1715,0.235,10.0
F,0.53,0.425,0.155,0.6955,0.2645,0.1515,0.24,11.0
M,0.545,0.4,0.135,0.6275,0.302,0.1355,0.16,8.0
F,0.635,0.48,0.16,1.2895,0.6255,0.2575,0.355,11.0
I,0.36,0.265,0.085,0.22,0.0925,0.0515,0.056,6.0
F,0.53,0.455,0.145,0.869,0.4525,0.1655,0.235,11.0
F,0.58,0.445,0.155,0.984,0.4865,0.2095,0.23,8.0
F,0.45,0.34,0.11,0.38,0.1765,0.0755,0.12,6.0
F,0.53,0.425,0.145,0.7605,0.3115,0.179,0.205,8.0
F,0.6,0.45,0.135,0.8895,0.3105,0.1735,0.235,14.0
F,0.66,0.515,0.18,1.4545,0.7085,0.3215,0.44,11.0
I,0.335,0.25,0.075,0.1735,0.0785,0.0455,0.05,7.0
I,0.45,0.35,0.11,0.4335,0.188,0.071,0.13,8.0
F,0.41,0.31,0.11,0.361,0.1455,0.068,0.096,6.0
F,0.6,0.47,0.155,1.0185,0.4275,0.2335,0.335,11.0
F,0.615,0.49,0.155,1.1075,0.4825,0.26,0.365,12.0
F,0.565,0.46,0.155,0.832,0.4245,0.1725,0.24,6.0
F,0.575,0.435,0.125,0.869,0.38,0.1705,0.2385,9.0
F,0.705,0.525,0.2,1.6275,0.8255,0.401,0.4545,11.0
F,0.555,0.425,0.125,0.8395,0.261,0.156,0.215,16.0
F,0.655,0.515,0.155,1.4405,0.6195,0.374,0.405,9.0
M,0.645,0.515,0.18,1.6115,0.6845,0.3315,0.3965,11.0
F,0.53,0.425,0.145,0.8745,0.4605,0.156,0.255,11.0
F,0.555,0.425,0.15,0.832,0.3485,0.1715,0.275,10.0
F,0.575,0.44,0.15,0.867,0.4205,0.1905,0.24,8.0
F,0.555,0.43,0.135,0.8025,0.343,0.1755,0.22,12.0
M,0.55,0.44,0.135,0.8295,0.4285,0.171,0.27,10.0
M,0.595,0.48,0.15,0.8935,0.419,0.206,0.23,8.0
M,0.635,0.505,0.16,1.37,0.5485,0.2985,0.405,14.0
F,0.58,0.43,0.145,0.873,0.3905,0.2195,0.27,10.0
F,0.555,0.435,0.16,0.8205,0.4615,0.1755,0.255,9.0
M,0.505,0.405,0.13,0.6335,0.3285,0.1295,0.235,10.0
F,0.625,0.48,0.14,1.0195,0.3285,0.196,0.355,19.0
I,0.505,0.405,0.155,0.658,0.2635,0.1415,0.213,10.0
F,0.525,0.435,0.17,0.873,0.302,0.1615,0.275,13.0
F,0.575,0.44,0.135,0.8445,0.4275,0.1525,0.2325,9.0
F,0.64,0.505,0.155,1.1135,0.5545,0.2545,0.285,8.0
F,0.565,0.45,0.17,1.096,0.5425,0.2165,0.25,13.0
M,0.36,0.27,0.08,0.1895,0.079,0.0505,0.05,15.0
M,0.53,0.4,0.135,0.78,0.372,0.1625,0.17,9.0
M,0.48,0.375,0.115,0.487,0.1885,0.068,0.16,10.0
F,0.58,0.46,0.185,0.976,0.4685,0.2055,0.2415,8.0
F,0.565,0.435,0.145,0.8735,0.4225,0.2095,0.255,11.0
F,0.625,0.46,0.15,0.959,0.4115,0.1675,0.295,13.0
F,0.695,0.55,0.195,1.74,0.7885,0.408,0.415,11.0
M,0.34,0.26,0.08,0.197,0.0945,0.037,0.05,8.0
F,0.48,0.37,0.105,0.5,0.19,0.1065,0.17,14.0
M,0.575,0.44,0.14,0.8295,0.4125,0.179,0.23,7.0
F,0.645,0.515,0.175,1.3805,0.638,0.2575,0.36,11.0
I,0.515,0.395,0.15,0.728,0.25,0.1445,0.285,16.0
F,0.625,0.48,0.16,1.1685,0.4575,0.247,0.335,15.0
F,0.695,0.54,0.175,1.5985,0.7665,0.4585,0.46,11.0
M,0.605,0.455,0.155,1.098,0.4355,0.2545,0.35,10.0
F,0.605,0.475,0.145,1.098,0.525,0.2275,0.25,8.0
M,0.555,0.435,0.125,0.7175,0.3245,0.1525,0.225,8.0
F,0.575,0.435,0.15,0.9445,0.4635,0.1845,0.24,8.0
F,0.54,0.405,0.175,0.966,0.348,0.1605,0.305,18.0
F,0.555,0.44,0.135,0.8145,0.4215,0.171,0.22,9.0
F,0.56,0.435,0.15,1.008,0.4645,0.2135,0.28,10.0
F,0.65,0.515,0.185,1.3165,0.5635,0.2195,0.32,9.0
M,0.71,0.565,0.17,1.8495,0.8,0.401,0.455,10.0
F,0.58,0.46,0.165,0.906,0.38,0.156,0.31,10.0
I,0.505,0.4,0.125,0.6605,0.2885,0.1325,0.17,7.0
F,0.58,0.45,0.145,0.8745,0.412,0.1935,0.245,8.0
I,0.385,0.29,0.09,0.226,0.0885,0.0385,0.07,6.0
F,0.64,0.5,0.195,1.3735,0.624,0.294,0.36,11.0
I,0.475,0.35,0.115,0.4895,0.2485,0.099,0.131,6.0
F,0.475,0.375,0.155,0.5585,0.2045,0.1245,0.195,13.0
F,0.56,0.455,0.145,1.0035,0.414,0.2095,0.32,10.0
I,0.56,0.435,0.145,0.9455,0.4885,0.171,0.23,9.0
F,0.4,0.315,0.11,0.314,0.1285,0.0595,0.1025,7.0
F,0.58,0.46,0.135,0.926,0.4565,0.1825,0.285,8.0
F,0.56,0.435,0.15,0.8265,0.3825,0.1725,0.23,10.0
F,0.605,0.49,0.125,1.0185,0.4625,0.1925,0.285,9.0
I,0.2,0.13,0.045,0.029,0.0145,0.0055,0.011,4.0
M,0.555,0.435,0.135,0.7995,0.3845,0.14,0.215,8.0
F,0.72,0.56,0.18,1.5175,0.8145,0.3565,0.363,9.0
F,0.56,0.43,0.14,0.867,0.4285,0.1985,0.235,9.0
F,0.57,0.45,0.16,1.06,0.4585,0.245,0.295,10.0
M,0.57,0.44,0.15,1.0145,0.429,0.216,0.3,11.0
F,0.505,0.425,0.145,0.7605,0.3245,0.1585,0.255,11.0
I,0.485,0.37,0.11,0.4645,0.2025,0.0905,0.1525,6.0
F,0.705,0.52,0.19,1.638,0.8255,0.314,0.42,9.0
I,0.375,0.275,0.09,0.213,0.096,0.037,0.07,8.0
F,0.58,0.45,0.15,0.871,0.3835,0.1715,0.24,7.0
F,0.605,0.45,0.16,1.2895,0.5605,0.315,0.355,10.0
F,0.67,0.525,0.18,1.3345,0.616,0.278,0.405,11.0
F,0.595,0.465,0.15,0.9355,0.4535,0.1635,0.275,11.0
M,0.64,0.505,0.175,1.12,0.4515,0.2925,0.32,10.0
F,0.655,0.525,0.175,1.3845,0.6865,0.2655,0.405,10.0
F,0.44,0.35,0.15,0.4895,0.2065,0.1045,0.135,8.0
F,0.555,0.44,0.155,0.8875,0.4225,0.1935,0.285,12.0
M,0.58,0.455,0.175,1.0195,0.3245,0.2205,0.32,13.0
F,0.525,0.4,0.15,0.8665,0.3155,0.1425,0.28,15.0
F,0.635,0.51,0.175,1.3135,0.6605,0.2735,0.32,9.0
I,0.39,0.285,0.1,0.2285,0.0915,0.057,0.08,8.0
F,0.45,0.35,0.115,0.4085,0.188,0.096,0.14,10.0
F,0.615,0.47,0.15,1.142,0.4235,0.2725,0.315,14.0
M,0.545,0.425,0.13,0.832,0.4,0.168,0.245,4.0
I,0.475,0.37,0.105,0.4645,0.1955,0.094,0.142,9.0
F,0.55,0.425,0.135,0.8445,0.3155,0.196,0.23,8.0
M,0.44,0.33,0.1,0.314,0.132,0.0575,0.085,7.0
F,0.56,0.44,0.145,0.9885,0.3825,0.2335,0.275,12.0
F,0.585,0.435,0.15,0.893,0.3275,0.1615,0.255,11.0
F,0.575,0.46,0.175,1.0065,0.3865,0.2115,0.3,12.0
F,0.605,0.475,0.16,1.1145,0.4895,0.2615,0.301,9.0
M,0.605,0.485,0.165,1.0145,0.4525,0.2145,0.285,10.0
F,0.625,0.505,0.15,1.098,0.492,0.2205,0.3,11.0
F,0.56,0.44,0.15,0.8355,0.4275,0.1415,0.23,8.0
